ID,Region,County,Sub County,UIC,KNEC,School Name,Cluster,Type,Disability Type,Accommodation,Gender
9441,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,UK7Y,24531205,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9443,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,H3KA,24531201,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9447,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,26M4,24531102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9451,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,4P8S,24531203,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
9452,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,MQGD,24531111,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
9453,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,ZTVQ,24531108,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9461,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,A7NF,24531206,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
9462,RIFT VALLEY,WEST POKOT,POKOT CENTRAL,MJSK,24531105,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
9476,RIFT VALLEY,WEST POKOT,POKOT SOUTH,H7RR,24568201,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
9487,RIFT VALLEY,WEST POKOT,POKOT SOUTH,L4G2,24568101,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9524,RIFT VALLEY,WEST POKOT,WEST POKOT,W3AG,24505301,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
9526,RIFT VALLEY,WEST POKOT,WEST POKOT,T3DB,24505303,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9527,RIFT VALLEY,WEST POKOT,WEST POKOT,7ZCM,24505407,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9529,RIFT VALLEY,WEST POKOT,WEST POKOT,QV6Z,24505306,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
9531,RIFT VALLEY,WEST POKOT,WEST POKOT,24A3,24505305,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9546,RIFT VALLEY,WEST POKOT,WEST POKOT,TAGT,24505102,NASOKOL GIRLS SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
9555,RIFT VALLEY,WEST POKOT,WEST POKOT,L53E,24505402,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
9556,RIFT VALLEY,WEST POKOT,WEST POKOT,PHVL,24505117,ST. FRANCIS SECONDARY SCHOOL FOR THE VISUALLY IMPA,C1,PUBLIC,VI,BOARDING,Mixed
9564,RIFT VALLEY,WEST POKOT,WEST POKOT,M4YT,24500004,ST.THERESA'S TARTAR GIRLS SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
